BPAccountComputationSetting,earlyInterest,tinyint,NULL,NO,NULL
BPAccountComputationSetting,calcIntStartOfYear,tinyint,NULL,NO,NULL
BPAccountComputationSetting,discountRate,numeric,NULL,YES,NULL
BPAccountComputationSetting,accountid,varchar,50,NO,NULL
BPApplication,objid,varchar,50,NO,NULL
BPApplication,tradename,varchar,255,YES,NULL
BPApplication,pin,varchar,255,YES,NULL
BPApplication,barangayId,varchar,50,NO,NULL
BPApplication,barangayName,varchar,50,NO,NULL
BPApplication,type,varchar,255,YES,NULL
BPApplication,address,varchar,255,YES,NULL
BPApplication,businessId,varchar,50,YES,NULL
BPApplication,permitId,varchar,50,YES,NULL
BPApplication,permitNo,varchar,15,YES,NULL
BPApplication,permitDate,datetime,NULL,YES,NULL
BPApplication,totalTax,numeric,NULL,YES,NULL
BPApplication,totalRegFee,numeric,NULL,YES,NULL
BPApplication,totalCharge,numeric,NULL,YES,NULL
BPApplication,parentid,varchar,50,YES,NULL
BPApplication,permit_objid,varchar,50,YES,NULL
BPApplication_LOB,BPApplication_objid,varchar,50,NO,NULL
BPApplication_LOB,lines_objid,varchar,50,NO,NULL
BPApplicationInfo,objid,varchar,50,NO,NULL
BPApplicationInfo,stringValue,varchar,255,YES,NULL
BPApplicationInfo,doubleValue,float,NULL,YES,NULL
BPApplicationInfo,booleanValue,tinyint,NULL,YES,NULL
BPApplicationInfo,integerValue,int,NULL,YES,NULL
BPApplicationInfo,required,tinyint,NULL,NO,NULL
BPApplicationInfo,indexno,int,NULL,NO,NULL
BPApplicationInfo,beforePrint,tinyint,NULL,NO,NULL
BPApplicationInfo,calculated,tinyint,NULL,NO,NULL
BPApplicationInfo,oldStringValue,varchar,255,YES,NULL
BPApplicationInfo,oldDoubleValue,float,NULL,YES,NULL
BPApplicationInfo,oldBooleanValue,tinyint,NULL,YES,NULL
BPApplicationInfo,oldIntegerValue,int,NULL,YES,NULL
BPApplicationInfo,variableid,varchar,50,YES,NULL
BPApplicationInfo,parentid,varchar,50,YES,NULL
BPApplicationInfo,lobid,varchar,50,YES,NULL
BPApplicationSignatory,objid,varchar,50,NO,NULL
BPApplicationSignatory,orderno,int,NULL,NO,NULL
BPApplicationSignatory,department,varchar,50,NO,NULL
BPApplicationSignatory,signatory,varchar,60,NO,NULL
BPApplicationSignatory,signatoryPosition,varchar,40,NO,NULL
BPApplicationSignatory,parentid,varchar,50,NO,NULL
BPAssessmentSignatory,objid,varchar,50,NO,NULL
BPAssessmentSignatory,orderno,int,NULL,NO,NULL
BPAssessmentSignatory,department,varchar,50,NO,NULL
BPAssessmentSignatory,signatory,varchar,60,NO,NULL
BPAssessmentSignatory,signatoryPosition,varchar,40,NO,NULL
BPAssessmentSignatory,parentid,varchar,50,NO,NULL
BPCapturePayment,objid,varchar,50,NO,NULL
BPCapturePayment,paidby,varchar,150,YES,NULL
BPCapturePayment,orno,varchar,15,YES,NULL
BPCapturePayment,ordate,datetime,NULL,YES,NULL
BPCapturePayment,oramount,numeric,NULL,YES,NULL
BPCapturePayment,yearpaid,int,NULL,NO,NULL
BPCapturePayment,lastqtrpaid,int,NULL,YES,NULL
BPCapturePayment,capturedby,varchar,150,YES,NULL
BPCapturePayment,capturedate,datetime,NULL,YES,NULL
BPCapturePayment,businessid,varchar,50,YES,NULL
BPComputationSetting,objid,varchar,50,NO,NULL
BPComputationSetting,qtr1DueDay,varchar,5,NO,NULL
BPComputationSetting,qtr2DueDay,varchar,5,NO,NULL
BPComputationSetting,qtr3DueDay,varchar,5,NO,NULL
BPComputationSetting,qtr4DueDay,varchar,5,NO,NULL
BPComputationSetting,maxInterest,numeric,NULL,YES,NULL
BPComputationSetting,maxInterestMonth,int,NULL,NO,NULL
BPComputationSetting,surchargeRate,numeric,NULL,YES,NULL
BPComputationSetting,interestRate,numeric,NULL,YES,NULL
BPComputationSetting,includeSurchargeInIntComputation,tinyint,NULL,NO,NULL
BPComputationSetting,earlyInterest,tinyint,NULL,NO,NULL
BPComputationSetting,calcIntStartOfYear,tinyint,NULL,NO,NULL
BPComputationSetting,discountDueDay,varchar,5,NO,NULL
BPComputationSetting,discountRate,numeric,NULL,YES,NULL
BPComputationSetting,dailyInterest,tinyint,NULL,YES,NULL
BPReceivable,DTYPE,varchar,31,NO,NULL
BPReceivable,objid,varchar,50,NO,NULL
BPReceivable,applicationType,varchar,50,NO,NULL
BPReceivable,type,varchar,255,YES,NULL
BPReceivable,amount,numeric,NULL,NO,NULL
BPReceivable,discount,numeric,NULL,NO,NULL
